name,country,date,review_score,review_header,review_body
Ahmad Fauzan,US,"Jul 8, 2021",1,SAY NO MORE FOR THIS BAD,"When you says not satisfied and ask them a refund, they will immediately closed your account and your project will be lost. Say no more for this if you want protect your precious project! Here is what they says when you ask them a refund, till now I still don’t get my money back. Hello, Thank you for the follow up. We have refunded your original payment. Please allow 3-7 business days for this refund to reflect in your bank statement. Additionally, we have gone ahead and closed this account. We appreciate your understanding regarding this matter."
George Maisuradze,EE,"Jul 6, 2021",1,Bad and unstable service,"Bad and unstable service, worst customer support ever"
VbucksKiller,MA,"Jul 5, 2021",1,Terrible BAD BAD SUPPORT,"The support is really bad, the answers are like just copy past, robots, I Believe they DON'T Read your issue!! And at the end they will pushe you ti Upgrade! It was really a bad experience, I've hear that Digitalocean is a bit expansive but the get your back in support!!!"
Sebastian,AT,"Jun 17, 2021",5,Very satisfied,I am very satisfied with their services and the kind support team.
Gigi ii,GE,"Jun 8, 2021",1,poor 15$ beggers,poor 15$ beggers. Not recommended. just poor company.
Isair Meza,MX,"May 19, 2021",1,I lost 5 years of projects for this…,"I lost 5 years of projects for this company, they only gave me 2 months of compensation, the worst company"
David,ES,"Updated May 18, 2021",1,Scammers,"I got scammed. They offer a $ 100 coupon to test their services, but after you sign up they tell you that it doesn't work. I have claimed and they do not care. I have evidence and captures of what I say. I do not recommend these scammers. Me han estafado. Ofrecen un cupón de 100$ para probar sus servicios, pero despues de registrarte te dicen que no funciona. He reclamado y les da igual. Tengo pruebas y capturas de lo que digo. No los recomiendo."
Dev,IN,"May 4, 2021",1,Very unkind and uncooperative,"Very unkind and uncooperative. My bank account has problem hence I had to ask for additional time but vultr refused. Also, there is vps data centre maintenance problem all over the day that was being interrupting my data processing. NO recommended."
JKK,CZ,"May 2, 2021",4,Extremely easy and fast. But there are better hostings,"Known and been with this hosting for about 2 years flat now. Generally good, support is fine as in it is fast and actually helpful, could be faster when it comes to the account management though. Servers are good, not the cheapest but you get a pretty fair deal when you think about the whole bundle and platform. The limits however are extremely low and most of the time it is impossible to get them raised despite not being a business entity. I didn't really get this hesitance, especially when you're a verified and long-term customer. The UI might be too cartoon-ish for some and lack important information needed and asked of this type of service."
Đậu Chúa,VN,"May 1, 2021",1,I have to create a account to this site…,"I have to create a account to this site to alert you about vultr service. I spent up till now maybe thousands of thounsands dollar for their VPS. The VPS quality is good. I must say. But the service is TERRIBLE~~~~~~~ There is no 24/7 live support. Only ticket in the admin panel that took 1, 2 days to get answer. So good luck to you if you are in a rush. And by the way, if your ticket related to payment or something, their finance team not working after 6PM at some bs timezone... I waited a couple days to get feedback from a person in charge (Mrs. A). then the next day, another person in charge (Mr. B) come in and feedback me some unrelated problem. I said idk what are you saying and Mr. B ask me to explain my ticket again. Then the next day the Mrs. A come in and said there were a mistake in PIC. WHAT THE HELL. It took me so long to realized their support service is terrible.... The next problem... You deposit money. then when you deposited it, they want to know exactly what do you do with the VPS. If the answer is not detail enough or not satisfy them. The will limit you with ---- Maximum Instances: 1 Maximum Instance Cost: $1/month ---- Which means: ""Screw you, we will take your money and you are not allowed to create instance..."" And that is it. That is my last chance I could gave them. I claim my deposited money and run the heck away from their service."
Tom,NL,"Apr 26, 2021",4,Nice hosting provider,"Nice hosting provider. I would actually suggest to have somebody manage your hosting for you if you don't understand a lot about websites, so he can take care of everything. As this is obviously not managed hosting, and they don't hold your hand through every step you take. Take that into account, and you have a lot of flexible work space, a lot of options, and great servers for a fair price."
Slim,AU,"Updated May 31, 2024",5,If you want e-mails look elsewhere,"I recently purchased 2 servers to get myself started, before moving all of my domains over of course i wanted to make sure nothing goes wrong. It's our first time using a VPS (we were always on shared and managed hosts). The servers are incredibly fast. The prices are very competitive. We run a language school network in Turkey, and are beginning to opening up internationally. We have several domains and several mini-sites. Which as you can imagine needs EMAILS (like any business would). Guess... what? VULTR blocks every SMTP port on the server. I requested for it to be opened, provided business information, descriptions and details. They refused based on the account being new."
Hatim Hatim,MA,"Apr 22, 2021",1,Vultr is an unprofessional service…,"Vultr is an unprofessional service provider, i had my application hosted on their cloud server, and after getting a complaint from an unknown source they have banned my server access without prior notice without even investigating and at the end the complaint was from a competitor trying to attack us, which was solved by SPAMCOP."
Erdal Çiçek,TR,"Mar 31, 2021",5,Great virtual and bare metal server provider.,"I have been a Vultr customer for more than 1 year, I did not have any problems, I just opened a ticket to get information 2 times. I have two servers, both of them work fine."
Carsen,CA,"Updated Oct 31, 2021",1,They took the $100 free promo credit… (Updated),"They took the free promo credit out of the account ($100). Do not trust this service, they will blatantly lie and have terrible service. If you do cpu intensive tasks AVOID this place, even if you use a dedicated machine, they just screw you over. ""Hi TSI - the free promos credits have an expiration up to 30-days. Perhaps that was the issue. If you created a support ticket then we could look into it for you. We reply to tickets ASAP."" It was not further than 30 days, it was around 2 weeks, or less. ""As for our service - we have a guaranteed 100% SLA uptime. If for any reason you experienced downtime then let us know and we will credit you for the downtime."" Irrelevant to what the issues I said were. ""As for CPU intensive tasks - Vultr has the best price-to-performance ratio. So if you need cloud compute and 100% SSD then we're a great choice. Here's info about our powerful instances"" I was on dedicated SSD VPS(s) I still stand by my initial review."
Alonso,US,"Mar 15, 2021",1,25 minutes waiting for chat support..,25 minutes waiting for chat support... Nobody showed up... I left.
monteh7003,AU,"Mar 2, 2021",1,scammed me out of $70,"scammed me out of $70. They're paypal charges lul you into thinking that they'll just charge you what you have in your account then cancel your service, but if your not careful, they'll raid your bank account while your not looking."
Erevan Abdulov,RU,"Mar 1, 2021",1,Vultr is scamming people with $100…,"Vultr is scamming people with $100 bounty. Unless you deploy and hold for a week some servers using free $100 credit, all will be fine. But then, when the number of used balance gets $99.99 they deny their $100 bounty and you'll need to pay a debt of those $99.99 to them"
John Simson,GB,"Feb 28, 2021",2,BEWARE - Vultr should be avoided if you are building real applications,"BEWARE: Vultr are not as truly enterprise grade. I have been with Vultr for more than two years and I have suffered several catastrophic instance failures which have required full rebuilds. Each time, Vultr support say that it is my responsibility to ensure backups and snapshots are taken to make recovery easy. When the same happens with DigitalOcean, they always restore the image perfectly and you never lose data. The only reason I stay with Vultr is because they support multiple private networks."
amit hasan,US,"Feb 8, 2021",1,cheater company don't use it,cheater company don't use it . totally scram . waste of time and waste of my money . I loss my 180+ usd .
Joey Zwaan,BE,"Feb 5, 2021",5,Good and Reliable company,I was scared about all the Negative reviews here. But servers shouldn't be used for torrenting purpose anyway. After i ordered it it was available within 2 minutes!!
Dylan,NL,"Feb 4, 2021",1,Vultr referral invitation with $100 is…,"Vultr referral invitation with $100 is a scam. I was inviting by one of my colleague and my account was suspended without any prior notice within 5 days. And now they are asking me to provide documents just because they feel so. Unprofessional and dangerous to use their website. You will never get to know when your work/projects will be destroyed by vultr. Results: I lot my project works that was worth $14,000. It's all on vultr's fault."
James,GB,"Feb 4, 2021",1,Vultr is untrustworthy - look elsewhere,"Powered down our server for no good reason. We got a copyright notice. The content was removed, yet they still powered down the server and offered no explanation. They ignored our support tickets - still not heard back over 10 days later! Vultr does not give a damn about its customers. Do not be fooled by their marketing and website nonsense - it's all BS. They cannot be trusted with anything."
M Clarke,GB,"Feb 2, 2021",1,Overcharged me and when I asked for…,Overcharged me and when I asked for support they just deleted my account instead! Rude! Avoid. Look how many negative ratings they are here - they're clearly manipulating these.
Alexander Glasgow,GB,"Feb 1, 2021",1,Avoid this place.,"Avoid this place. Predatory practices, horrible support, downtime. I know you're thinking it's cheap - it'll be fine. It won't, you will regret giving these people money."
Iman Alfaizi,ID,"Jan 29, 2021",5,One of the best performing VPS…,One of the best performing VPS providers. Lets join here vultr.com
Kokoh Coki Siregar,ID,"Jan 11, 2021",4,New Home For My PlafonPVCPadang.com,"My Last VPS Is With Blacklisted IP Addr, So I Have To Moved My Web And Vultr VPS Singapore DC Is My Choice. Less Than 6 Hours Later My Web Is Got Indexed Again In G**gle. It's So Fast, Great! So My ""Distributor Plafon PVC Padang"" Back In Bussiness Again plafonpvcpadang.com"
Bora,US,"Jan 5, 2021",1,NEVER AGAIN,NEVER AGAIN. THEY CHARGE YOU EXTRA FOR USA SERVERS BUT I NEVER HAD USA SERVER. WHENEVER I GOOGLE SOMETHING IT IS ALL ARABIC AND WHEN I TOLD THEM THEY SAY SOMETHING NONSENSE. IT IS SCAM. SERVERS ARE NOT USA SERVERS
Valehero,NO,"Jan 3, 2021",5,Really good DDOS protection + HIGH…,Really good DDOS protection + HIGH Speed connections and has very low prices compared with other DDOS protection hostings.
Олег Шаповал,UA,"Updated Dec 20, 2020",1,Very slow server,"I am using it through Cloudways High Frequency 1 core, 1 RAM, 32 Gb and it was very slowly. Some categories with 10 items on my Woocommerce load normally, but if you have 200 items it may load 20 sec - so that’s why many visitors go away from my website. It’s terrible experience."
bob,US,"Dec 17, 2020",4,vultr,has worked wonderfully as a vpn very fast and nice locations.
Nik,NL,"Dec 7, 2020",5,Vultr is great!,you can't find better and more performant option than Vultr high-frequency VPS with the price as low as 6$ on the whole Internet. such an amazing cloud provider. I tested all of their services for four months and they really really great. I'm testing many providers for two or three years now and I choose Vultr for every situation. I don't know why some people complain about Vultr.
Nick Owens,US,"Nov 3, 2020",1,The website is a SCAM,After not having any VPS they still charged me 15$ and then said I have to pay another 7$ to stop being charged 15$. This website is a complete scam do not buy here at all. I sent a ticket in for a refund and they said no. ITS A SCAM!
KS,NZ,"Oct 28, 2020",4,Fair company,"Fair company. Servers are of good quality, and they have nice locations. I wish however, they had more bandwidth for cheaper pricing."
Dr. Harold Munir,US,"Oct 21, 2020",1,DO NOT USE VULTR,Vultr is an absolute garbage company. I say this because of how they treat their customers and how they treat they’re paying customers who have been there for a while. Vultr does not care about building long term relationships with customers they only care about volume and could care less if they lose customers every day. For one their prices may seem reasonable but their uptime is absolutely horrendous. They only work well during times of the day there is low traffic. Their excuse is always a “noisy neighbor.” And they do not explain anything else. In fact their customer support is one of the worse I’ve ever experienced in this industry. They take weeks of not months to respond to tickets and they offer no valid response. They ignore your questions and problems and just gloss over what you asking. Apparently every customer support rep is a senior manager. They do not hold their staff accountable to the rude behavior they exhibit to their customers. They will send you random abuse notifications and then shut down your server. When you ask for details as to why that happened and how you can avoid it in the future and provide proof of your server processing details they completely ignore you and never brother to respond. They are utter garbage. For a company based in the United States they are useless and make American companies look bad. For being based in New Jersey you would expect more from their support and customer service. Their management team is extremely poorly run and their support team is non existent. GARBAGE COMPANY STAY AWAY.
Rexford Finegan,US,"Oct 20, 2020",1,Never heard of this company,"Never heard of this company. Received an email welcoming me for joining and to click on links to continue setting up my ""account"". Sent reply stating I never heard of them and what is the email about? Of course, no reply. Seems like a phishing scam site. Be warned."
Ayesha Jameel,PK,"Oct 17, 2020",1,Worst services,Worst services. I hosted Vicidial for my client. Dialer was working fine after 2 days they cancelled my account and gave reason that they don't support autodial. I still have 70 USD in my vultr account. Which if of no use for me. Worst company.
Susan Bing,BD,"Oct 17, 2020",1,They block my account just after…,"They block my account just after payment. They have not any phone number, skype etc.wait for them local time zone. So don't buy from vultr."
Kirk Craig Maddocks,ZA,"Oct 15, 2020",1,Extremely disappointing support,"Extremely disappointing support, they block your smtp port and support does not respond for hours you have to wait for the different time zones to come online and they ask a question you provide an answer and then you have to wait for them to respond or take action. it has been 3 days with no outgoing email for any of my clients."
Brown,MA,"Oct 9, 2020",1,i add my 100 dollar coupon to my…,i add my 100 dollar coupon to my account and they cancelled it after contacted them they give me false excuses Be aware
Content Blocked,CA,"Updated Oct 8, 2020",1,$20 got me nothin,Got their 20$ windows VPS and literally cant do anything.. Stuck with internet explorer as the browser security settings are set to the max so you know 0 website is accessible. Windows blocks almost every download so no tool of mine works.. You are paying them $20's for essentially a blank windows computer that cant access anything locally or on the web .. Bottom line do not recommend there are better VPS providers out there that actually let you use the VPS as intended this here is a waste of good money.. Edit: I performed a restart of the VPS and found out the password they provided me isn't even correct (The first time it auto logged in) further pushing me away from this service
T. Turner,US,"Oct 1, 2020",1,I've been with them for over a year…,I've been with them for over a year now. They are very nice people but they are very unhelpful when it comes to support. I was able to get my VPN setup on my own initially but when I had questions that support failed to answer. I explained to support that I was new to vpns and didn't have much experience and needed help but they were unwilling or unable to provide the level of support novice user might need. If you are an expert this maybe the VPN for you but if not I would recommend another service.
DM,NL,"Sep 22, 2020",1,First i though the service was good and…,"First i though the service was good and fast, But after a short while i assume bad network issues. A lot of network downtime. And if you create an ticket they won't answer on them. Im now waiting over 13 days for response on my ticket."
Lee Wisener,GB,"Sep 8, 2020",5,Nothing bad to say,"Nothing bad to say, have used Vultr on and off for a few years now and it just works. Support is friendly and helpful when I have rarely need to use them. All good and highly recommended."
Born May,VN,"Sep 3, 2020",1,Bad service,Bad service! i waited 2 days still haven't answered me. I need someone to help me.
Sam Goodfield,GB,"Sep 2, 2020",5,Vultr is a great and feature-filled…,"Vultr is a great and feature-filled cloud hosting service. I really like the ability to add a custom hostname. Additionally, their support is really quick."
User,IE,"Updated Aug 19, 2020",5,Scammers! Suspended the server with false… Fixed!,Suspended the server with false accusations possibly from trolls. Worst customer service ever waiting 1 week now for a reply. They don't care about your money since they took payment on the sever they suspended under false claims. They will be banned In the UK soon. Fixed thank you!
Fadipps,JO,"Updated Jul 23, 2020",4,My First Impressions:),"I tried there services a year before and did not like it,but I thought why not give it another try, especially after testing ( with a real money) many other hosting companies, and this is my personal impressions and thoughts about Vultr: 1- one of the easiest VPS/Cloud hosting to open an account and run it instantly, compare it to the painful verification process on Digitalocean or Linode . 2- excellent performance from the hosting plans ( please note I use the servers for web apps only). wordpress sites running great with no issues regarding speed or managing resources.( LEMP stack) I compare what I get with my experience with the biggest and most expensive managed hosting companies out there ( the best was LightningBase, my favorite managed hosting. Kinsta and pantheon.) and Vultr servers are better if you looking to grow and need a real resources, specifically the HF plans) and many independent reviews agree that they have one of the best updated hardwares in the industry. 3- very easy to manage the servers via the dashboard ( better than others) I run and delete a tons of servers with no issue. 4- after I read some reviews from customers complain about canceling accounts/suspending! I asked the support team about it and the answers was very clear: no illegal content or service, and be clear about your identity (don't spam/scam). 5- some people complain that vultr could suspend the accounts if they push hard on the servers resources !! also I ask them about this claim and again they was very clear : "" In the case that the specified service does begin to cause performance issues, we will reach out to you regarding the issue prior to any types of suspensions."" and remember you are dealing wit VPS here not a dedicate machines. 6- support, sometimes they reply with less than an hour other times you need to wait a few hours, but they definitely will help you . finally, I fully understand that my first impressions could be changed with time, and I believe that there is nothing like perfect hosting, but there is a few companies that managed to get the best compromises/balance and Vultr is one of those. by they way they don't look like they pay for the reviews as those JUNK hosting companies .. don't believe any review without a real data and avoid : siteground, bluehost, hosgator..etc combinations..this where you should know that every word you read is paid."
Paco Chan,HK,"Updated Jul 31, 2020",1,"Vultr scam me, steal my identity and may be steal my PayPal too","I am new user of vultr, I use many hosting like godaddy, aws, SiteGround without any problem, when I use their hosting, they say I come from Iran, I tell them it must their system error, I am from Hong Kong, and I never have any relationship with Iran, they ask me to send identity card, I send it, but they require extra that I am holding ID card with face and sign, it is very sensitive and it can use to loan money or illegal activity, I was request to use zoom to show my real face and chat, it is the best way to show real person than a photo holding id. Their way can’t proof I am real person using the account but it can resell my personal information, I know it can ask the loan company to lend money if I do that, I think they want to steal my personal information and sell to other company, they never reply about my request using zoom to check, they just want steal my identity for doing illegal activity, it is the first time that I need to do, they suspend my account now and “LOST ALL DATA”, I do ecommerce since 1999, it never happen in my life, please stop to using this company. They can’t trust, never. And after I post this article, my PayPal account is stolen and the login and password is same as my PayPal, so I guess they or their hacker stole my account, i just resolve with PayPal"
Steven Kirsch,US,"Jul 21, 2020",5,Absolutely fantastic service. Couldn't be happier.,"I'm using them to host my Tradestation windows app which does automated trading. I can't tolerate any downtime. I just couldn't be happier. To set up my server exactly as I wanted it configured was SIMPLE... the UX was EXCELLENT. Management GUI is EXCELLENT. I couldn't be happier. VERY easy to navigate and do what you want. Server has been 100% reliable. All support tickets get responded to in <5 minutes when I thought I had an issue... that's at all hours of day and night. I would give them 10 stars if I could. I've used other hosting providers, been using computers for 50 years, and it doesn't get any better than this."
Magnus Lind,SE,"Jul 15, 2020",4,Reliable and powerful servers,"Mostly a trustworthy provider, server performance is on average a bit better than the competition but on plans with shared resources they can get a little upset if you use too much for too long time and start to rate limit you usage, I'm fine with rate limits but it shouldn't really be a big deal. Just be open and honest with how much resources can actually be used. 17 locations under the same provider that can be managed via the same API is great. They seem to expand with new locations every now and then which is also great. Prices are very reasonable but the larger plans can be a bit pricey, I guess it's because of the dedicated resources. Like many others these days additional IPv4 addresses is hard to obtain and sending emails over port 25 is nearly impossible, not because I personally need those features but many people seems to want that. Firewall is ok but it only blocks incoming traffic so it's not really suitable for reselling yet as you can't really prevent your own customers from doing naughty stuff."
Tolanar,MT,"Jul 13, 2020",5,If you're looking for something really…,"If you're looking for something really powerful and interesting in cloud hosting, you can't avoid to check Vultr. Vultr is a competitor with GREAT network, absolute winning performance of VPSes (really great results from benches if compare to other competitors in the market). Okay support (not great, but okay). No issues since starting to use them, zero downtimes, zero issues for last 5 years. I switch DO and Linode to Vultr, and not regret yet."
Otman faatih,FR,"Jul 12, 2020",1,"They gave 100 dollar after 1 week, as referal and take it from me directly.","They gave 100 dollar after 1 week, they take it from me. More than that i charged my account with 10 dollar and they take half of that, and you should know that i never run a server there."
Adel,FR,"Jul 11, 2020",5,Using Vultr for a years,Using Vultr for a years. No problems at all.
Janusz Januszkiewicz,PL,"Updated Jun 27, 2020",1,They gave me free 50$(for month) after…,"They gave me free 50$(for month) after two weeks they want me to pay for my cloud(i choose 48$ for month plan), simple lying. dont trust them, keep your credit card save. Digital Ocean better !"
Nguyễn Ngọc Duy,VN,"Jun 26, 2020",1,"Can't describe all their ""cruelty""!","Can't describe all their ""cruelty""! I put 3 of my websites on Vultr's VPS, one of which was reported by copyright regarding the article copyright. They closed my account and this meant that all 3 of my websites could not be accessed. I asked for a backup, but they were silent. I thought they should close one of my sites for review while the other two weren't affected, but they didn't! I will never come back again, and the remaining $ 1500 balance is given to them!"
Steve I,US,"Updated Jun 19, 2020",1,Hardware failure and total loss of VPS…,Hardware failure and total loss of Seattle VPS after only a few months of being a customer. Vultr admitted no fault and offered a 2 month credit for the inconvenience of losing a server. AVOID at all costs
mokey900,US,"Jun 16, 2020",5,High quality VPS provider,Vultr offers various options for your vps needs. I run TF2 servers using Vultr and I had no problems with lag of any sort. Vultr doesn't lock you into a contract so you don't have to make a commitment with your VPS. Vultr allows you to configure your vps to suite your needs from the firewall to the OS that's installed on the VPS.
Dan Gruziwsko,US,"Updated Jun 13, 2020",2,they suspended my server,"they suspended my server, they said that i have few hours, like 48 hours or something like that for send them some kind of proof that i resolved the problem, the problem was email spam on the server, but the server send just few bounced emails per day, no big number and for that they broke my business, coz they turned off my server after 48 hours, they wanted proof that i resolved the problem, but im busy and can't react so fast on this type situation and this why i can't recommend this type of services coz their privacy for suspending servers is fast compare with Amazon who will block just sending emails and not whole server..until this incident i was happy, but now i migrate servers to different provider..i deleted my account already.."
anonymous,JP,"May 28, 2020",5,GOOD,"Affordable price, Good performance, No downtime. Also, their support is pretty decent. Reccomend for small projects."
Anon,GB,"May 18, 2020",1,Avoid like COVID - Downtime is awful.,Avoid like COVID. Washing my hands of them when I can finally get access back to my servers. 6 hours offline since 12pm today where their datacentre in London has been completely offline. Over 65 websites offline causing huge losses in revenue. Support? What support. Not even a reply or estimate of when service will resume. Blaming it on a power issue... you're a multi-million £ hosting business based in London. There should be proper failover measures in place!!
HMD SNA,MA,"May 18, 2020",1,They Closed my account with no reason,They ask me for Id card photo and credit card photo and proof of address but they suspended and closed my account.Be aware they let you use their service once you start working they will close your account even if you give them all what they need.
Jake,US,"Apr 30, 2020",1,We got throttled after a week of usage…,"We got throttled after a week of usage on their biggest instance. Here was there message: Greetings, ""We have set resource limits on the VPS subscription at xxx.x.x.xx due to multiple occasions of high resource utilization that were impacting the performance for other customers on the same host node. If you need to make extensive use of the host CPU, disk, and/or network resources, please consider using our dedicated (VDC) or bare metal products. These alternatives would avoid affecting the performance of other customer's activities. You may petition to have these limits removed by maintaining consistently lower utilization for one week and then replying to this ticket. Thank you for understanding."" We received no notification and this caused material downtime"
Christina from Inbound Summit,RO,"Mar 20, 2020",1,Terrible overseas support that doesn't…,"Terrible overseas support that doesn't care to help when you can't ping the server you ordered from them taking your business down for 24 hours, standard reply they simply do not care! They should be avoided at any cost go for Digital Ocean which they copied seems to be a better case!!!"
Tomaso,IT,"Mar 15, 2020",1,One of our ex-developers used this…,"One of our ex-developers used this service. We paid using our paypal, on the developer's account. Developer left, we didn't have access to his account a year later. Then we asked for an invoice. They wouldn't provide one, and they didn't even understand our basic request. We provided all the required information (proof of payment, transaction ID, account email) and they refused to acknowledge our request. Beyond useless. Unhelpful. Too many alternatives. Pick any biz that isn't Vultr."
Sinan Bektas,TR,"Feb 28, 2020",1,VULTR ATTENTION,They just suspended a total of 9 servers due to a non-essential complaint on one server. An incredibly ridiculous event! moreover i am a payer for 3 years
Oscar Kay,GW,"Feb 27, 2020",4,I am using Vultr services for a long…,I am using Vultr services for a long while. Their Pricing is very affordable and worth for the money.
Md Salehin Khan,BD,"Jan 26, 2020",5,Awesome Service!,Awesome Service! Been using Vultr over two years. till now not a single glitch on my Servers from there end. Keep up the good work Vultr!
Technical Administration,CH,"Nov 23, 2019",1,They ripped me 100$ and deactivating…,They ripped me 100$ and deactivating the account/server without a contact and an issue... they also doesn't refund!
Leigh,GB,"Oct 26, 2019",5,Excellent VPS host,"Excellent VPS host, been using for about 3 years now never had a problem, all the complaints below about poor customer service are due to people who cannot grasp the fact that unmanaged means unmanaged, they will not fix problems caused by poor user setup. The servers are fast and reliable, no noticeable downtime in 3 years. People who have their accounts closed for reasons like 'Abuse' are actually abusing the network, sending spam, running VPN's to use for torrenting/piracy etc, their own fault 100% They have loads of different operating systems and apps available for use, more than any other host as far as I can tell. Just try them, you won't be disappointed, unless you know nothing about Linux and expect them to fix all your problems for you."
Aneko Hoshi,TR,"Oct 11, 2019",1,"Very bad, LQ","I used Vultr for a while, but I'm very disappointed. Customer service is worst and servers are not well-performing. I prefer Digitalocean and will never use Vultr again! I even recommended to my friends and Vultr never paid my referral balance, fraudsters. Stay away!"
Naija Goat,NG,"Oct 2, 2019",4,Have used them for over 1 year now and…,"Have used them for over 1 year now and i have had only one downtime which from my 20 years experience is inevitable, even amazon lightsail gave me downtimes before i moved to vultr."
Hiten Mehra,IN,"Oct 2, 2019",1,Long ago,"Long ago, I terminated the server but they put a fake VPS server and kept changing and deducting from my account for last 3 months. Now when i reported the issue, they are asking me to pay remaining amount USD 0.16 before they close the account. This is really pathetic company."
Hastomo Tjandra,ID,"Sep 17, 2019",1,bad review,"bad review, they just banned you with reason abusing etc. stole my money"
Bryson Conway,CA,"Updated Oct 21, 2019",1,Terrible Company,"I was, first getting this to test some stuff out I gave 5$ VIA pay-pal to Verify and get their 50$ credit offer the credit never showed I made a ticket stating so they said they didn't get a payment, I accidentally signed up 2 accounts one day, not against their TOS they then said it was and terminated both accounts 0 Refund ever sent to me or my pay-pal. (Edited) Since refunded still terrible Highly advise against!"
Bithi Sunny,US,"Updated Aug 10, 2019",4,i/o performance is not good with there…,i/o performance is not good with there 4GB Compute Cloud than i tried moving to there new NVMe and got good i/o performance
Ahmed,GB,"Aug 8, 2019",5,Reliable and consistent,"Been with them for over two years and never once had a problem with downtime or performance degradation. From my experience their network is fast, their hardware is of good quality and their customer support is responsive. As a business I am reluctant to move anywhere cheaper because this company is very reliable and consistent."
Terry Terry,US,"Jul 22, 2019",1,Switched to them just to figure out…,"Switched to them just to figure out that their IP range seems to be blacklisted at a lot of other providers which makes them completely useless for me as I need reliability on not being blacklisted. When diving deeper into the reasons, it looks like they are a prime provider for spammers, scammers and cyber criminals and their abuse department does not work on anything / sends all complaints directly to /dev/null."
Frank,CA,"Updated Jul 16, 2019",1,Vultr.com SCAM - Want to throw your money? better of flushing it down the toilet,I have hosted with numerous web hosting providers in the last 20 years. Vultr is a PURE scam. Better off going with a more reputable provider.
ST PROton,RU,"Updated Jul 14, 2019",1,Potentially scammers,"After 2 weeks of creation my account were blocked without recover possibility, because i didn't pass them ""additional verification"". I was far away from my desktop pc and simply could not print all the papers which them required. So, i registred second account, transferred my money from other credit card and what your thinking?... ""Your account is been closed"", after couple days. Again. The funny thing is that the mandatory verification clauses are not listed in their ToS. I lost some amount of my money, week and nerves. Do not advise use their services, unless if you wanna play in russian roulete."
Shabina,IN,"Jul 11, 2019",1,Very bad customer support.,
Andy Banzon,PH,"Jun 11, 2019",1,SUCKS HOSTING EVER,recently i was host in vultr after few days they need a credit card credentials and i ask them to chargeback or refund all of the amount was used no reply until now why they need my cc credentials super sucks host ever!
Giuseppe,NL,"Jun 2, 2019",4,It's ok,"It's ok, but the storage availability is way to expensive! The service overall is ok."
Mike,DK,"May 26, 2019",2,The servers are very powerful but their…,"The servers are very powerful but their support is terrible. An unmanaged host is required to provide working hardware and network connectivity. I have had a VPS mysteriously keep losing its IP address and the support team kept trying to blame me and that I somehow am breaking it when I haven't even logged in to this server. The IP loss has happened so many times now that I have to move to another host. Seriously disappointed, if they had staff that actually knew how to troubleshoot and read then they would be in a much better position."
George Margin,GB,"May 25, 2019",4,Excellent cloud hosting provider and…,"Excellent cloud hosting provider and offers bare metal servers, something that DigitalOcean and Linode do not offer. Been with them for 2 years now and can't fault them."
Paulius (Paulius),LT,"May 23, 2019",5,Great Vps provider,"Great Vps provider, been with them since the start! Vultr/Digitalocean/Linode same quality service!"
Tiago Vaz,PT,"May 14, 2019",4,Great Hosting,"Great Hosting, but high prices."
M Bosst,IT,"Updated May 1, 2019",1,"Keeps on charging card without a word, not possible to close account","I ran a small server for a private VPN. After a couple of months, I stopped using it, so I removed my credit card figuring out it would shut down. Ten months later I check my card statement only to find out that they kept charging me during the whole time. During that time I didn't get a single email from them containing billing info. Up to now, I haven't been able to close my account or delete my credit card."
Shawn,US,"Apr 25, 2019",1,New server instance took over 30minutes,"The new server instance deployment took over 30minutes to finish, very bad support saying it is still in progress. And I have to pay for it waiting for the server to be ready."
SEOsatu (Andreas),ID,"Apr 13, 2019",5,good server vps,"good server vps , fast & secured"
Florian Grüninger,CH,"Mar 27, 2019",1,Too many outages,"Too many outages. Worst support ever. Their ""100% Uptime Guarantee"" is a joke."
Yaron J,VN,"Mar 7, 2019",1,What a horrible scammy company,"What a horrible scammy company. I joined with their massively advertised campaign of free 50$ credits to try the service. Not 3 days go by and the credits suddenly disappear from my account for no reason, and I have a debt of 5$ to them. But wait, that's not even the absurd part - They actually sent me a notification email that said I must fill a ridiculous form with all of my most personal and private details, AND send them a copy of my ID. They also stated that if I won't comply within 24 hours they will charge my credit card 75$ to cover my balance's debt. Really? 75$ for a 5$ debt? nice one. Been waiting for a day now for them to reply, hopefully they will do the right thing and delete my account and my credit card information. Stay away from them like fire. Bad service, managing themselves like a scam, you won't be able to delete your credit card details once you put it in. You've been warned!"
Krasimir Velichkov,BG,"Mar 1, 2019",5,Excellent services,Excellent services. I've been using them for some time and everything that they offer is perfect.
Vien,CN,"Feb 27, 2019",5,click the image in this site [blog.vien.我爱你] to get $50,"very good, using code can get $50 for free try. click the image in this site [blog.vien.我爱你] to get."
George,GB,"Feb 18, 2019",1,"4 Times in the past week the ""Node"" has…","4 Times in the past week the ""Node"" has had problems, this has caused my website to be offline until they fix the problem and when I have access to my computer to restart the VPS. Contacted support, which did nothing. And happened again 2 days later. When upgrading my VPS, it had a Centos error, which they said is common when upgrading and had the cheek for me to follow a 10 step guide to fix it. No point upgrading, it's easier just to leave. Much better on the market at a cheaper price. The host is nothing special, support takes 5-10 mins which is good, but they will not do anything for you, even if it's their fault."
